1"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2368612";"";"None";"450.03";"0";"4.69";"19";"Cl.N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3ccccc3)CC1)C2";"Ki";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"16.20";"0.30";"2.01";"11.94";"0";"CHEMBL673026";"Binding affinity for human Dopamine receptor D2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132939";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308072";"";"";"";"-6.7"
"CHEMBL1806871";"";"None";"412.53";"1";"5.51";"(-)-13";"CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)NCc2ccccc2)c1-3";"Ki";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"13.71";"0.25";"0.15";"13.61";"0";"CHEMBL1811739";"Displacement of [3H]spiperone from dopamine D2 receptor expressed in HEK293 cells after 50 mins by beta liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806354";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3307715";"";"";"";"2200.0"
"CHEMBL538755";"";"None";"383.92";"0";"4.09";"(-)11";"Cl.O=C1CC2(CCN(CCc3ccccc3)CC2)OC=C1c1ccccc1";"Ki";"'='";"2030.0";"nM";"5.69";"";"";"UO_0000065";"16.38";"0.30";"1.60";"19.27";"0";"CHEMBL672710";"Binding affinity towards dopamine D2 receptor using radiolabeled ligand [3H]spiperone";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127001";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"2030.0"
"CHEMBL28321";"";"None";"347.46";"0";"3.81";"3";"COc1ccccc1N1CCN(Cc2ccn(-c3ccccc3)c2)CC1";"Ki";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"25.57";"0.47";"5.08";"43.05";"0";"CHEMBL672101";"In vitro binding affinity was measured at the cloned human Dopamine receptor D2 using [3H]spiroperidol as radioligand.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131412";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"1.3"
"CHEMBL24051";"";"None";"365.91";"1";"5.35";"14";"Cc1c(-c2ccccc2)cnn1C1CCN(Cc2cccc(Cl)c2)CC1";"Ki";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"17.58";"0.34";"1.08";"30.54";"0";"CHEMBL671371";"Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132043";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";"";"";"";"370.0"
"CHEMBL20367";"";"None";"391.99";"0";"4.33";"21";"CC1(C(=O)NCCCCN2CCN(c3ccc(Cl)cc3)CC2)CCCCC1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"15.31";"0.30";"1.67";"16.86";"0";"CHEMBL670172";"Binding affinity at cloned human Dopamine receptor D2 expressed in CHO cells, using [125I]iodosulpiride as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129089";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"CHEMBL3308072";"";"";"";"-6.0"
"CHEMBL248702";"DEXFENFLURAMINE";"4.0";"231.26";"0";"3.25";"DEXFENFLURAMINE";"CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL26998";"";"None";"247.38";"0";"3.37";"R-(+)-1";"CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1";"Ki";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"28.48";"0.53";"3.68";"30.02";"0";"CHEMBL673095";"In vitro binding affinity towards Dopamine receptor D2 by using [3H]U-86170 as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128298";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"90.0"
"CHEMBL153062";"4-NONYLPHENOL";"None";"220.36";"0";"4.69";"4-NONYLPHENOL";"CCCCCCCCCc1ccc(O)cc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL608530";"";"None";"386.59";"0";"4.90";"4";"CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL838855";"High binding affinity towards human D2 dopamine receptor was determined by using [3H]YM-09151-2 as radioligand; not determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137093";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";""
"CHEMBL422883";"";"None";"512.70";"1";"4.19";"10b";"O=C(NCCN(CCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1)c1ccccc1";"Ki";"'='";"354.0";"nM";"6.45";"";"";"UO_0000065";"12.58";"0.23";"2.26";"10.92";"0";"CHEMBL670524";"Tested for the binding constant against cloned human Dopamine receptor D2L in HEK cells by displacing [3H]spiperone";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135449";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3307715";"";"";"";"354.0"
"CHEMBL220700";"";"None";"431.54";"0";"3.38";"17";"COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(C#N)ccc3[nH]2)CC1";"Ki";"'='";"141.25";"nM";"6.85";"";"";"UO_0000065";"15.87";"0.29";"3.47";"8.12";"0";"CHEMBL913685";"Binding affinity to dopamine D2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141401";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"-6.85"
"CHEMBL1642889";"";"None";"442.97";"0";"3.71";"18n";"Cl.O=S(=O)(c1ccc2ccccc2c1)c1n[nH]c2ccc(NC3CCNCC3)cc12";"Ki";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1647108";"Binding affinity to dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641413";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"5000.0"
"CHEMBL376445";"";"None";"525.27";"2";"5.83";"14";"O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(Br)ccc2o1";"Ki";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"9.52";"0.22";"-0.83";"10.26";"0";"CHEMBL913685";"Binding affinity to dopamine D2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141401";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"-5.0"
"CHEMBL2030636";"";"None";"193.26";"0";"2.46";"42";"Fc1cccc(CCN2CCCC2)c1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2033368";"Inhibition of D2 dopamine receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"10000.0"
"CHEMBL2029916";"";"None";"400.53";"0";"3.63";"6a";"O=C(Cc1ccccn1)Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1";"Ki";"'='";"70.7";"nM";"7.15";"";"";"UO_0000065";"17.85";"0.33";"3.52";"14.75";"0";"CHEMBL2032826";"Displacement of [3H]spiperone from human D2 DA receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029251";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308072";"";"";"";"70.7"
"CHEMBL285873";"";"None";"229.32";"0";"2.68";"15c";"C=CCN1CC[C@H]2c3cccc(O)c3CC[C@H]21";"Ki";"'='";"108.0";"nM";"6.97";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL673016";"Compound was tested for agonistic activity against D2 receptor from cloned CHO cells, used [3H]U-86170 as radioligand";"F";"BAO_0000219";"cell-based format";"Cricetulus griseus";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126679";"1";"Scientific Literature";"J Med Chem";"1993";"CHEMBL3308072";"";"";"";"108.0"
"CHEMBL327176";"";"None";"375.52";"0";"4.83";"26";"Cc1c(-c2ccccc2)nc(O)n1C1CCN(CCCc2ccccc2)CC1";"Ki";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"17.26";"0.32";"1.65";"15.70";"0";"CHEMBL671375";"Affinity to displace [3H]spiperone from cloned human Dopamine receptor D2 stably expressed in CHO cell lines";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132306";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";"";"";"";"330.0"
"CHEMBL104135";"";"None";"251.44";"0";"3.98";"13";"CCCN(CCC)CC1CCc2sccc2C1";"Ki";"'='";"2037.0";"nM";"5.69";"";"";"UO_0000065";"22.63";"0.46";"1.71";"175.65";"0";"CHEMBL671417";"In vitro binding affinity at human Dopamine receptor D2 expressed in CHO K1 cells was measured by its ability to displace [3H]- N-0437";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135499";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3308072";"";"";"";"2037.0"
"CHEMBL26471";"";"None";"261.32";"0";"2.98";"11";"CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)C3=O";"Ki";"'='";"317.0";"nM";"6.50";"";"";"UO_0000065";"24.87";"0.44";"3.52";"32.00";"0";"CHEMBL670677";"Displacement of [3H]raclopride from human Dopamine receptor D2A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132996";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"317.0"
"CHEMBL302393";"";"None";"273.76";"0";"3.62";"(S)-5";"CN1Cc2cc(Cl)c(O)cc2[C@H](c2ccccc2)C1";"Ki";"'='";"263.03";"nM";"6.58";"";"";"UO_0000065";"24.04";"0.47";"2.96";"28.04";"0";"CHEMBL670683";"Binding potency of compound for Dopamine receptor D2 by displacement of [3H]spiperone";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124647";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"-6.58"
"CHEMBL418854";"";"None";"402.92";"0";"3.99";"24";"COc1ccccc1N1CCC(CNCC2COc3ccc(Cl)cc3O2)CC1";"Ki";"'='";"13.2";"nM";"7.88";"";"";"UO_0000065";"19.56";"0.38";"3.89";"18.34";"0";"CHEMBL669156";"The compound was tested for binding affinity against human Dopamine receptor D2L";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132360";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"13.2"
"CHEMBL1813598";"";"None";"513.59";"0";"3.95";"15";"COc1ccccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=O)CC3)CC1.O=C(O)C(=O)O";"Ki";"'='";"7.3";"nM";"8.14";"";"";"UO_0000065";"19.21";"0.36";"4.19";"15.06";"0";"CHEMBL1815674";"Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811837";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";"";"";"";"7.3"
"CHEMBL310843";"";"None";"326.83";"0";"3.31";"1a";"Clc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1";"Ki";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"16.73";"0.32";"2.16";"23.00";"1";"CHEMBL1031082";"Displacement of [3H]spiperone from human cloned dopamine D2L receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158482";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";"";"3400.0"
"CHEMBL423632";"";"None";"373.50";"0";"4.35";"5";"O=C(c1cccc(CN2CCc3c([nH]c4ccccc34)C2)c1)N1CCCCC1";"Ki";"'='";"374.0";"nM";"6.43";"";"";"UO_0000065";"17.21";"0.31";"2.08";"16.34";"0";"CHEMBL670744";"Compound was measured in vivo for its binding affinity at Dopamine receptor D2 using [3H]spiperone as radioligand.";"B";"BAO_0000218";"organism-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129884";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"374.0"
"CHEMBL2032049";"";"None";"462.56";"1";"6.21";"11";"C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCC3(C(=O)O)CCCCC3)C[C@@H]21";"Ki";"'='";"3160.0";"nM";"5.50";"";"";"UO_0000065";"11.89";"0.23";"-0.71";"9.76";"0";"CHEMBL2032870";"Binding affinity to dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029200";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"3.16"
"CHEMBL1940409";"";"None";"364.92";"0";"4.78";"4";"Fc1ccc(SCCCN2CCN(c3ccc(Cl)cc3)CC2)cc1";"Ki";"'='";"211.0";"nM";"6.68";"";"";"UO_0000065";"18.29";"0.38";"1.90";"103.02";"1";"CHEMBL3292986";"Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286287";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"211.0"
"CHEMBL1940416";"";"None";"332.45";"0";"2.92";"16b";"Fc1ccc(SCCCN2CCN(c3ncccn3)CC2)cc1";"Ki";"'='";"424.0";"nM";"6.37";"";"";"UO_0000065";"19.17";"0.38";"3.45";"19.75";"1";"CHEMBL3292986";"Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286287";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"424.0"
"CHEMBL54";"HALOPERIDOL";"4.0";"375.87";"0";"4.43";"2, Haldol";"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1";"Ki";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"23.56";"0.47";"4.42";"21.84";"1";"CHEMBL992743";"Binding affinity to human cloned dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155799";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"1.4"
"CHEMBL150161";"";"None";"361.84";"0";"4.04";"(-)-8";"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)C1)c1ccc(F)cc1";"Ki";"'='";"489.4";"nM";"6.31";"";"";"UO_0000065";"17.44";"0.34";"2.27";"15.57";"0";"CHEMBL992743";"Binding affinity to human cloned dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155799";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"489.4"
"CHEMBL1813592";"";"None";"529.59";"0";"3.57";"9";"COc1ccc(N2CCN(CCCCOc3ccc4c(c3)NC(=O)CC4)CC2)c(OC)c1.O=C(O)C(=O)O";"Ki";"'='";"25.3";"nM";"7.60";"";"";"UO_0000065";"17.28";"0.32";"4.03";"12.01";"0";"CHEMBL1815674";"Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811837";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";"";"";"";"25.3"
"CHEMBL2031876";"";"None";"431.58";"0";"4.07";"41";"C[C@@H]1CCCN1C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2034400";"Binding affinity to D2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029265";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"10.0"
"CHEMBL59725";"";"None";"462.45";"1";"5.54";"4";"O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1";"Ki";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"11.77";"0.25";"-0.10";"15.30";"1";"CHEMBL828883";"Binding affinity towards human D2 long receptor using [3H]spiperone expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137095";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";"";"3600.0"
"CHEMBL329702";"";"None";"518.68";"2";"5.01";"2s";"CS(=O)(=O)Oc1ccc2c(c1)CC[C@H]1[C@H]2CCN1CCCCNC(=O)c1ccc(-c2ccccc2)cc1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"11.57";"0.22";"0.99";"7.92";"0";"CHEMBL674943";"Binding affinity at Dopamine receptor D2 expressed in CHO cells by [125I]iodosulpiride displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130629";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"CHEMBL3308072";"";"";"";"-6.0"
"CHEMBL85606";"";"None";"438.58";"0";"4.84";"1";"N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2";"Ki";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1059864";"Antagonist activity at human D2 receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153053";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";"";"6.4"
"CHEMBL85";"RISPERIDONE";"4.0";"410.49";"0";"3.59";"19";"Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2";"Ki";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"21.57";"0.40";"5.26";"13.80";"0";"CHEMBL672525";"Ability to inhibit the binding of [3H]spiperone to the Dopamine receptor D2L in COS7 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"COS-7";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128570";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3307648";"";"";"";"1.4"
"CHEMBL4759759";"";"None";"459.78";"1";"5.26";"34";"O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCCOc2cccc(Cl)c2)CC1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4670399";"Displacement of [3H]methylspiperone from human D2 receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"";"";"6.0"
"CHEMBL4755058";"";"None";"465.93";"0";"4.05";"47";"CC(=O)Nc1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4670399";"Displacement of [3H]methylspiperone from human D2 receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"";"";"6.0"
"CHEMBL4878501";"";"None";"416.52";"0";"4.18";"18b";"O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccc2ccccc2c1";"Ki";"'='";"723.0";"nM";"6.14";"";"";"UO_0000065";"14.74";"0.27";"1.96";"12.09";"0";"CHEMBL4825013";"Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823295";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 0.8333 hr";"BINDING AGENT";"";"723.0"
"CHEMBL4848907";"";"None";"356.42";"0";"2.62";"18j";"O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccco1";"Ki";"'='";"853.0";"nM";"6.07";"";"";"UO_0000065";"17.03";"0.32";"3.45";"9.49";"0";"CHEMBL4825013";"Displacement of [3H]spiperone from human D2 receptor transfected in HEK293 cell membrane measured after 50 mins by competitive radioligand binding analysis";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823295";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 0.8333 hr";"BINDING AGENT";"";"853.0"
